city	uf	latitude	longitude	precision	address
SANTIAGO	RS	-29.1051592	-54.8731219	APPROXIMATE	Santiago - RS, Brazil
OURICANGAS	BA	-12.010224	-38.6739528	APPROXIMATE	Ouriçangas - State of Bahia, Brazil
TUNEIRAS DO OESTE	PR	-23.9120419	-52.83126609999999	APPROXIMATE	Tuneiras do Oeste - State of Paraná, Brazil
SAO FRANCISCO DO OESTE	RN	-5.988052400000001	-38.1794179	APPROXIMATE	São Francisco do Oeste - State of Rio Grande do Norte, Brazil
BOTUVERA	SC	-27.2208816	-49.1423666	APPROXIMATE	Botuverá - State of Santa Catarina, Brazil
PEDREIRA	SP	-22.7418343	-46.8952925	APPROXIMATE	Pedreira - State of São Paulo, Brazil
SANTA FE DO ARAGUAIA	TO	-7.1603438	-48.9605972	APPROXIMATE	Santa Fé do Araguaia - TO, Brazil
ILHABELA	SP	-23.8158392	-45.3664809	APPROXIMATE	Ilhabela, SP, Brazil
GOIATUBA	GO	-18.010986300000006	-49.3662583	APPROXIMATE	Goiatuba - State of Goiás, Brazil
CHA DE ALEGRIA	PE	-7.9957435	-35.2258365	APPROXIMATE	Chã de Alegria - State of Pernambuco, Brazil
RONCADOR	PR	-24.5747439	-52.318772	APPROXIMATE	Roncador - State of Paraná, Brazil
JENIPAPO DOS VIEIRAS	MA	-5.3696137	-45.6358373	APPROXIMATE	Jenipapo dos Vieiras - State of Maranhão, Brazil
INGAZEIRA	PE	-7.7132994	-37.4254444	APPROXIMATE	Ingazeira - State of Pernambuco, Brazil
PINDORETAMA	CE	-4.0304597	-38.3036816	APPROXIMATE	Pindoretama - State of Ceará, Brazil
CALDAS	MG	-21.9234077	-46.3885416	APPROXIMATE	Caldas, MG, Brazil
NOVA PALMEIRA	PB	-6.6852341	-36.4147889	APPROXIMATE	Nova Palmeira - State of Paraíba, Brazil
ORTIGUEIRA	PR	-24.2099688	-50.9263297	APPROXIMATE	Ortigueira, PR, Brazil
RIACHAO DO DANTAS	SE	-11.0733402	-37.7313278	APPROXIMATE	Riachão do Dantas, SE, Brazil
SAO JOAO DO PACUI	MG	-16.584611	-44.5125127	APPROXIMATE	São João do Pacuí - State of Minas Gerais, Brazil
PILOEZINHOS	PB	-6.8565652	-35.5548422	APPROXIMATE	Pilõezinhos - State of Paraíba, Brazil
SAO CARLOS	SC	-27.027270399999995	-53.02440179999999	APPROXIMATE	São Carlos - State of Santa Catarina, Brazil
CONCEICAO DA APARECIDA	MG	-21.1137939	-46.2282927	APPROXIMATE	Conceição da Aparecida - State of Minas Gerais, Brazil
EWBANK DA CAMARA	MG	-21.573607100000004	-43.5510816	APPROXIMATE	Ewbank da Câmara - State of Minas Gerais, Brazil
SAO SALVADOR DO TOCANTINS	TO	-12.5456313	-48.3589086	APPROXIMATE	São Salvador do Tocantins - State of Tocantins, Brazil
FLORESTA	PR	-23.5995002	-52.0851258	APPROXIMATE	Floresta - State of Paraná, Brazil
VENHA-VER	RN	-6.3204907	-38.5165234	APPROXIMATE	Venha-Ver - State of Rio Grande do Norte, Brazil
ESPIGAO ALTO DO IGUACU	PR	-25.4221149	-52.8353014	APPROXIMATE	Espigão Alto do Iguaçu, PR, Brazil
NOVO HORIZONTE DO NORTE	MT	-11.3897666	-57.316035600000006	APPROXIMATE	Novo Horizonte do Norte - State of Mato Grosso, Brazil
LINDOIA DO SUL	SC	-27.0442374	-52.0427297	APPROXIMATE	Lindóia do Sul - State of Santa Catarina, Brazil
MARUIM	SE	-10.7432035	-37.1044125	APPROXIMATE	Maruim - State of Sergipe, Brazil
PORTO DO MANGUE	RN	-5.102646400000001	-36.8250274	APPROXIMATE	Porto do Mangue - State of Rio Grande do Norte, Brazil
MURICI DOS PORTELAS	PI	-3.2996212	-42.0385904	APPROXIMATE	Murici dos Portelas - State of Piauí, Brazil
CRISTIANOPOLIS	GO	-17.2090956	-48.6990679	APPROXIMATE	Cristianópolis - State of Goiás, Brazil
PRESIDENTE MEDICI	RO	-11.0811465	-61.79412320000001	APPROXIMATE	Presidente Médici - State of Rondônia, Brazil
CALCADO	PE	-8.7474673	-36.3172993	APPROXIMATE	Calçado - State of Pernambuco, Brazil
CUITE DE MAMANGUAPE	PB	-6.900517	-35.2478112	APPROXIMATE	Cuité de Mamanguape - State of Paraíba, Brazil
SANTA TEREZINHA	PE	-7.3772	-37.4790651	APPROXIMATE	Santa Terezinha - State of Pernambuco, Brazil
CONCEICAO DO MATO DENTRO	MG	-19.0345287	-43.4228569	APPROXIMATE	Conceição do Mato Dentro - State of Minas Gerais, Brazil
AGUAS DE CHAPECO	SC	-27.0759093	-52.9811131	APPROXIMATE	Águas de Chapecó - State of Santa Catarina, Brazil
CONCEICAO DA BARRA	ES	-18.5887732	-39.736577	APPROXIMATE	Conceição da Barra - State of Espírito Santo, Brazil
TEOFILANDIA	BA	-11.4773288	-38.96680670000001	APPROXIMATE	Teofilândia - State of Bahia, Brazil
MATOZINHOS	MG	-19.5229728	-44.0389554	APPROXIMATE	Matozinhos - State of Minas Gerais, Brazil
SEBASTIAO LARANJEIRAS	BA	-14.5785405	-43.1359542	APPROXIMATE	Sebastião Laranjeiras - State of Bahia, Brazil
RONDOLANDIA	MT	-10.4473142	-61.1403196	APPROXIMATE	Rondolândia - MT, Brazil
XANXERE	SC	-26.8751803	-52.40408529999999	APPROXIMATE	Xanxerê, SC, Brazil
GARUVA	SC	-26.0296737	-48.8555034	APPROXIMATE	Garuva, SC, Brazil
SALES OLIVEIRA	SP	-20.8208362	-47.8624914	APPROXIMATE	Sales Oliveira - State of São Paulo, Brazil
PORTO BARREIRO	PR	-25.5821173	-52.3826305	APPROXIMATE	Porto Barreiro - PR, Brazil
PIRATININGA	SP	-22.4166027	-49.137243100000006	APPROXIMATE	Piratininga - State of São Paulo, Brazil
TAVARES	PB	-7.6367109	-37.879037200000006	APPROXIMATE	Tavares - State of Paraíba, Brazil
FERREIROS	PE	-7.449167299999999	-35.2445883	APPROXIMATE	Ferreiros - State of Pernambuco, Brazil
ESTRELA	RS	-29.501873	-51.96406320000001	APPROXIMATE	Estrela, RS, Brazil
BONITO	MS	-21.1286275	-56.4928922	APPROXIMATE	Bonito - State of Mato Grosso do Sul, Brazil
WALL FERRAZ	PI	-7.236828	-41.8799408	APPROXIMATE	Wall Ferraz - State of Piauí, Brazil
SAO DOMINGOS DO PRATA	MG	-19.867924	-42.9684305	APPROXIMATE	São Domingos do Prata, MG, Brazil
MARIPA DE MINAS	MG	-21.6907303	-42.9514285	APPROXIMATE	Maripá de Minas - State of Minas Gerais, Brazil
TUIUTI	SP	-22.82355260000001	-46.6898516	APPROXIMATE	Tuiuti - State of São Paulo, Brazil
REGENTE FEIJO	SP	-22.2188934	-51.3064462	APPROXIMATE	Reg. Feijó, SP, Brazil
SAO GERALDO DO ARAGUAIA	PA	-6.2042232	-48.7995122	APPROXIMATE	São Geraldo do Araguaia - State of Pará, Brazil
DIVISOPOLIS	MG	-15.755418	-40.9182876	APPROXIMATE	Divisópolis - State of Minas Gerais, Brazil
FRANCISCO BADARO	MG	-16.959417499999994	-42.2953964	APPROXIMATE	Francisco Badaró - State of Minas Gerais, Brazil
SILVES	AM	-2.8466271	-58.4629997	APPROXIMATE	Silves - State of Amazonas, Brazil
CANINDE DE SAO FRANCISCO	SE	-9.6492488	-37.7926361	APPROXIMATE	Canindé de São Francisco - State of Sergipe, Brazil
SAO FRANCISCO DE ASSIS DO PIAU	PI	-8.1575997	-41.5612423	APPROXIMATE	São Francisco de Assis do Piauí - State of Piauí, Brazil
CONGONHAS	MG	-20.4993469	-43.8613566	APPROXIMATE	Congonhas, State of Minas Gerais, Brazil
MAJOR GERCINO	SC	-27.4398664	-49.1019233	APPROXIMATE	Major Gercino - State of Santa Catarina, Brazil
SITIO NOVO DO TOCANTINS	TO	-5.6254052	-47.6652051	APPROXIMATE	Sítio Novo do Tocantins - TO, Brazil
INACIOLANDIA	GO	-18.4945823	-49.8956943	APPROXIMATE	Inaciolândia - State of Goiás, Brazil
MORAUJO	CE	-3.4466016	-40.6955747	APPROXIMATE	Moraújo - State of Ceará, Brazil
CATURAMA	BA	-13.2257165	-42.2756861	APPROXIMATE	Caturama - State of Bahia, Brazil
BARRO	CE	-7.1534292	-38.7786956	APPROXIMATE	Barro - State of Ceará, Brazil
CUJUBIM	RO	-9.2052569	-62.54436120000001	APPROXIMATE	Cujubim - State of Rondônia, Brazil
SAO JOAO DO MANTENINHA	MG	-18.7234686	-41.1632231	APPROXIMATE	São João do Manteninha, MG, Brazil
SILVANOPOLIS	TO	-11.1996616	-48.1200592	APPROXIMATE	Silvanópolis - State of Tocantins, Brazil
CELSO RAMOS	SC	-27.6618869	-51.2422395	APPROXIMATE	Celso Ramos - State of Santa Catarina, Brazil
SERTAOZINHO	PB	-6.7418384000000025	-35.4233987	APPROXIMATE	Sertãozinho - State of Paraíba, Brazil
JOSE RAYDAN	MG	-18.2328381	-42.4920945	APPROXIMATE	José Raydan - State of Minas Gerais, Brazil
JATAIZINHO	PR	-23.2509757	-50.9185071	APPROXIMATE	Jataizinho - State of Paraná, Brazil
CONGONHINHAS	PR	-23.5704567	-50.5549719	APPROXIMATE	Congonhinhas - State of Paraná, Brazil
RIACHAO DO BACAMARTE	PB	-7.2435329	-35.66421550000001	APPROXIMATE	Riachão do Bacamarte - State of Paraíba, Brazil
CAMAMU	BA	-13.944322199999998	-39.1045596	APPROXIMATE	Camamu - State of Bahia, Brazil
ESPIRITO SANTO DO PINHAL	SP	-22.1913443	-46.748089	APPROXIMATE	Espírito Santo do Pinhal - State of São Paulo, Brazil
RIACHO DOS CAVALOS	PB	-6.4764364	-37.6173695	APPROXIMATE	Riacho dos Cavalos - State of Paraíba, Brazil
SALGADINHO	PB	-7.1013913	-36.8461095	APPROXIMATE	Salgadinho - State of Paraíba, Brazil
PRESIDENTE BERNARDES	SP	-22.0077937	-51.5531899	APPROXIMATE	Pres. Bernardes, SP, Brazil
IGUATEMI	MS	-23.6759953	-54.5601027	APPROXIMATE	Iguatemi, MS, Brazil
SALGADINHO	PE	-7.9146178	-35.587669700000006	APPROXIMATE	Salgadinho - State of Pernambuco, Brazil
DIAMANTE	PB	-7.426495	-38.264792	APPROXIMATE	Diamante - State of Paraíba, Brazil
SERRA DO NAVIO	AP	1.6348200000000002	-52.2762322	APPROXIMATE	Serra do Navio - State of Amapá, Brazil
BELA VISTA DE MINAS	MG	-19.7631273	-43.1165621	APPROXIMATE	Bela Vista de Minas - State of Minas Gerais, Brazil
SANTA RITA DE CALDAS	MG	-22.0294189	-46.33688529999999	APPROXIMATE	Santa Rita de Caldas - State of Minas Gerais, Brazil
CAXAMBU	MG	-21.9779646	-44.9331458	APPROXIMATE	Caxambu - State of Minas Gerais, Brazil
MOSSAMEDES	GO	-16.1252656	-50.2141795	APPROXIMATE	Mossâmedes - State of Goiás, Brazil
SERRA NEGRA	SP	-22.5947659	-46.6898516	APPROXIMATE	Serra Negra - State of São Paulo, Brazil
ACORIZAL	MT	-15.1334049	-56.3376699	APPROXIMATE	Acorizal - State of Mato Grosso, Brazil
CARMO DO RIO VERDE	GO	-15.3526074	-49.7073185	APPROXIMATE	Carmo do Rio Verde - State of Goiás, Brazil
IBAITI	PR	-23.8401119	-50.1924435	APPROXIMATE	Ibaiti, PR, Brazil
PARANACITY	PR	-22.8453057	-52.12754810000001	APPROXIMATE	Paranacity - State of Paraná, Brazil
BARAUNA	RN	-5.0791634000000005	-37.6174094	APPROXIMATE	Baraúna, RN, Brazil
BOFETE	SP	-23.1012119	-48.2616994	APPROXIMATE	Bofete, SP, Brazil
ITAMARACA	PE	-7.7480776	-34.8306327	APPROXIMATE	Ilha de Itamaracá - Baixa Verde, Ilha de Itamaracá - PE, Brazil
SANTA ISABEL DO PARA	PA	-1.2982048000000002	-48.1570434	APPROXIMATE	Santa Isabel do Pará, PA, Brazil
ARRAIAS	TO	-12.6770601	-46.98051029999999	APPROXIMATE	Arraias - State of Tocantins, Brazil
SAO JOAO DO POLESINE	RS	-29.6555255	-53.4878465	APPROXIMATE	São João do Polêsine - RS, Brazil
ORIZANIA	MG	-20.527898800000006	-42.2165112	APPROXIMATE	Orizânia - State of Minas Gerais, Brazil
SABINOPOLIS	MG	-18.6248754	-43.058341	APPROXIMATE	Sabinópolis - State of Minas Gerais, Brazil
CAPITAO LEONIDAS MARQUES	PR	-25.4889021	-53.5852111	APPROXIMATE	Capitão Leônidas Marques - State of Paraná, Brazil
MARANHAOZINHO	MA	-2.3717684	-45.9420118	APPROXIMATE	Maranhãozinho - State of Maranhão, Brazil
ROLIM DE MOURA	RO	-11.7257556	-61.7781519	APPROXIMATE	Rolim de Moura - State of Rondônia, Brazil
FAXINAL	PR	-24.0021722	-51.3256188	APPROXIMATE	Faxinal - State of Paraná, Brazil
ITAPEMA	SC	-27.0960682	-48.6178074	APPROXIMATE	Itapema, SC, Brazil
PIRAPOZINHO	SP	-22.2756953	-51.5002318	APPROXIMATE	Pirapozinho, SP, Brazil
COUTO DE MAGALHAES DE MINAS	MG	-18.0885127	-43.425942	APPROXIMATE	Couto de Magalhães de Minas - State of Minas Gerais, Brazil
AVARE	SP	-23.1072154	-48.925516	APPROXIMATE	Avaré, SP, Brazil
CHARQUEADAS	RS	-29.9629768	-51.629387	APPROXIMATE	Charqueadas, RS, Brazil
LAGOA DANTA	RN	-6.3942072	-35.6314191	APPROXIMATE	Lagoa d'Anta - State of Rio Grande do Norte, Brazil
CAMPINAS DO PIAUI	PI	-7.6416372	-41.8799408	APPROXIMATE	Campinas do Piauí - State of Piauí, Brazil
SANTO ANTONIO DO JARDIM	SP	-22.1125612	-46.6849294	APPROXIMATE	Santo Antônio do Jardim - Jardim, Santo Antônio do Jardim - SP, Brazil
AMATURA	AM	-3.3749087	-68.2010007	APPROXIMATE	Amaturá - State of Amazonas, Brazil
VIRGINOPOLIS	MG	-18.7861255	-42.6880552	APPROXIMATE	Virginópolis - State of Minas Gerais, Brazil
JARDIM	MS	-21.4803962	-56.14941429999999	APPROXIMATE	Jardim, MS, Brazil
RIO CLARO	RJ	-22.7259147	-44.1344071	APPROXIMATE	Rio Claro - State of Rio de Janeiro, Brazil
LAGOA DO PIAUI	PI	-5.4580720000000005	-42.5901672	APPROXIMATE	Lagoa do Piauí - State of Piauí, Brazil
DOIS VIZINHOS	PR	-25.7464549	-53.06157339999999	APPROXIMATE	Dois Vizinhos, PR, Brazil
MIGUELOPOLIS	SP	-20.179973	-48.0309631	APPROXIMATE	Miguelópolis, SP, Brazil
QUARTO CENTENARIO	PR	-24.3073617	-53.1534436	APPROXIMATE	Quarto Centenário - State of Paraná, Brazil
MATA VERDE	MG	-15.7485661	-40.6955747	APPROXIMATE	Mata Verde - State of Minas Gerais, Brazil
MORRO CABECA NO TEMPO	PI	-9.7235393	-43.9002463	APPROXIMATE	Morro Cabeça no Tempo - State of Piauí, Brazil
SENADOR RUI PALMEIRA	AL	-9.4703359	-37.4579036	APPROXIMATE	Senador Rui Palmeira - State of Alagoas, Brazil
SANTA LUZIA DO NORTE	AL	-9.6199346	-35.83890260000001	APPROXIMATE	Santa Luzia do Norte - State of Alagoas, Brazil
DELTA	MG	-19.9719267	-47.7757685	APPROXIMATE	Delta, MG, Brazil
CAMPINA DO MONTE ALEGRE	SP	-23.5899668	-48.476262	APPROXIMATE	Campina do Monte Alegre - Eng. Hermílio, Campina do Monte Alegre - SP, Brazil
CACHOEIRA	BA	-12.6010371	-38.965934	APPROXIMATE	Cachoeira, BA, Brazil
FERNANDO PRESTES	SP	-21.3031806	-48.6990679	APPROXIMATE	Fernando Prestes - State of São Paulo, Brazil
IACRI	SP	-21.8207362	-50.6171429	APPROXIMATE	Iacri - State of São Paulo, Brazil
CRUZ ALTA	RS	-28.645488300000004	-53.605355	APPROXIMATE	Cruz Alta, RS, Brazil
QUARAI	RS	-30.3845133	-56.4488086	APPROXIMATE	Quaraí, RS, Brazil
ITAPORANGA	SP	-23.7047572	-49.48232460000001	APPROXIMATE	Itaporanga, SP, Brazil
RIBAMAR FIQUENE	MA	-5.959331400000001	-47.2533007	APPROXIMATE	Ribamar Fiquene - State of Maranhão, Brazil
RIBAS DO RIO PARDO	MS	-20.444991	-53.75931070000001	APPROXIMATE	Ribas do Rio Pardo - State of Mato Grosso do Sul, Brazil
MORRO DA FUMACA	SC	-28.6540002	-49.2120154	APPROXIMATE	Morro da Fumaça, SC, Brazil
SANTA RITA DO PASSA QUATRO	SP	-21.6865018	-47.4882762	APPROXIMATE	Santa Rita do Passa Quatro - State of São Paulo, Brazil
IVAI	PR	-24.9449414	-50.8872648	APPROXIMATE	Ivaí - State of Paraná, Brazil
BAGRE	PA	-2.3214391	-50.265662	APPROXIMATE	Bagre - State of Pará, Brazil
SAO TIAGO	MG	-20.9422522	-44.5878439	APPROXIMATE	São Tiago - State of Minas Gerais, Brazil
MEDIANEIRA	PR	-25.2952784	-54.0932225	APPROXIMATE	Medianeira, PR, Brazil
CORUMBATAI DO SUL	PR	-24.101433	-52.1181539	APPROXIMATE	Corumbataí do Sul - State of Paraná, Brazil
CANDIDO DE ABREU	PR	-24.5653769	-51.3376784	APPROXIMATE	Cândido de Abreu - State of Paraná, Brazil
PILOES	PB	-6.8887883	-35.5986093	APPROXIMATE	Pilões - State of Paraíba, Brazil
BOA ESPERANCA	MG	-21.0928252	-45.56296029999999	APPROXIMATE	Boa Esperança, MG, Brazil
CAPAO DO CIPO	RS	-28.9722479	-54.5656396	APPROXIMATE	Capão do Cipó - RS, Brazil
JATOBA DO PIAUI	PI	-4.8116227	-41.8799408	APPROXIMATE	Jatobá do Piauí - State of Piauí, Brazil
BELMIRO BRAGA	MG	-21.9497756	-43.4156529	APPROXIMATE	Belmiro Braga, MG, Brazil
CEZARINA	GO	-17.0805223	-49.7524306	APPROXIMATE	Cezarina - State of Goiás, Brazil
IBIA	MG	-19.4878116	-46.5450499	APPROXIMATE	Ibiá, MG, Brazil
BENTO DE ABREU	SP	-21.3339854	-50.8664451	APPROXIMATE	Bento de Abreu - State of São Paulo, Brazil
ITAPITANGA	BA	-14.510813699999998	-39.6105142	APPROXIMATE	Itapitanga - State of Bahia, Brazil
ANGICOS	RN	-5.6660528	-36.6525696	APPROXIMATE	Angicos - State of Rio Grande do Norte, Brazil
REDENCAO DA SERRA	SP	-23.2616391	-45.5316747	APPROXIMATE	Redenção da Serra - State of São Paulo, Brazil
ITAMBACURI	MG	-18.0341181	-41.6833474	APPROXIMATE	Itambacuri - State of Minas Gerais, Brazil
MIRANTE DA SERRA	RO	-11.0289123	-62.6714775	APPROXIMATE	Mirante da Serra, RO, Brazil
COCAL DE TELHA	PI	-4.5574802000000005	-41.9590359	APPROXIMATE	Cocal de Telha - State of Piauí, Brazil
PEDRO GOMES	MS	-18.100284100000003	-54.5543909	APPROXIMATE	Pedro Gomes - State of Mato Grosso do Sul, Brazil
SAO JOSE DAS PALMEIRAS	PR	-24.8178205	-54.1065864	APPROXIMATE	São José das Palmeiras - PR, Brazil
TIROS	MG	-19.0047159	-45.9622445	APPROXIMATE	Tiros, MG, Brazil
ALVORADA DO NORTE	GO	-14.598563699999998	-46.63192120000001	APPROXIMATE	Alvorada do Norte - State of Goiás, Brazil
SAO FRANCISCO DO BREJAO	MA	-5.132035299999999	-47.3315076	APPROXIMATE	São Francisco do Brejão - State of Maranhão, Brazil
PINTOPOLIS	MG	-16.0564145	-45.1459469	APPROXIMATE	Pintópolis - State of Minas Gerais, Brazil
JOAO DOURADO	BA	-11.2539262	-41.5612423	APPROXIMATE	João Dourado - State of Bahia, Brazil
TOMBOS	MG	-20.9077328	-42.027224	APPROXIMATE	Tombos - MG, Brazil
LAGOA DA CONFUSAO	TO	-10.920148199999998	-50.1832516	APPROXIMATE	Lagoa da Confusão - State of Tocantins, Brazil
CAAPIRANGA	AM	-3.0855539	-61.79412320000001	APPROXIMATE	Caapiranga - State of Amazonas, Brazil
HIDROLINA	GO	-14.7265434	-49.4638498	APPROXIMATE	Hidrolina - State of Goiás, Brazil
PINDORAMA DO TOCANTINS	TO	-11.1333561	-47.5275422	APPROXIMATE	Pindorama do Tocantins - State of Tocantins, Brazil
CASSILANDIA	MS	-19.1097385	-51.736543	APPROXIMATE	Cassilândia, MS, Brazil
NOVA VENEZA	GO	-16.3596991	-49.3044253	APPROXIMATE	Nova Veneza - State of Goiás, Brazil
NATIVIDADE	RJ	-21.0333287	-41.9878239	APPROXIMATE	Natividade, RJ, Brazil
TEJUCUOCA	CE	-3.9884843	-39.5789373	APPROXIMATE	Tejuçuoca - State of Ceará, Brazil
SAO RAFAEL	RN	-5.801981	-36.8834325	APPROXIMATE	São Rafael - State of Rio Grande do Norte, Brazil
BARRA DO BUGRES	MT	-15.0705872	-57.1882847	APPROXIMATE	Barra do Bugres, MT, Brazil
BRASILANDIA	MS	-21.2555233	-52.0365159	APPROXIMATE	Brasilândia - State of Mato Grosso do Sul, Brazil
MARMELOPOLIS	MG	-22.4492906	-45.1653743	APPROXIMATE	Marmelópolis, MG, Brazil
OURINHOS	SP	-22.9798639	-49.8699589	APPROXIMATE	Ourinhos - State of São Paulo, Brazil
CRUZEIRO DO IGUACU	PR	-25.6360632	-53.1104044	APPROXIMATE	Cruzeiro do Iguaçu - State of Paraná, Brazil
NOVO ALEGRE	TO	-12.9002047	-46.574058	APPROXIMATE	Novo Alegre - State of Tocantins, Brazil
PONTALINDA	SP	-20.4499336	-50.534262	APPROXIMATE	Pontalinda - State of São Paulo, Brazil
PEDRO REGIS	PB	-6.662886200000001	-35.291743200000006	APPROXIMATE	Pedro Régis - State of Paraíba, Brazil
TASSO FRAGOSO	MA	-8.387055199999999	-45.8279734	APPROXIMATE	Tasso Fragoso - State of Maranhão, Brazil
JAPURA	AM	-1.8827204	-66.9295891	APPROXIMATE	Japurá - State of Amazonas, Brazil
IVINHEMA	MS	-22.3050364	-53.8189127	APPROXIMATE	Ivinhema, MS, Brazil
CURIMATA	PI	-9.9821905	-44.3236557	APPROXIMATE	Curimatá - State of Piauí, Brazil
VARZEA DA PALMA	MG	-17.4725042	-44.6254642	APPROXIMATE	Várzea da Palma - State of Minas Gerais, Brazil
PARAZINHO	RN	-5.2242618	-35.83876160000001	APPROXIMATE	Parazinho - State of Rio Grande do Norte, Brazil
ESPIRITO SANTO DO DOURADO	MG	-22.0471159	-45.951333700000006	APPROXIMATE	Espírito Santo do Dourado - State of Minas Gerais, Brazil
PRESIDENTE OLEGARIO	MG	-18.4100897	-46.4168827	APPROXIMATE	Presidente Olegário - State of Minas Gerais, Brazil
SAO LUIS DO PARAITINGA	SP	-23.22290060000001	-45.3117239	APPROXIMATE	São Luíz do Paraitinga, São Luís do Paraitinga - SP, Brazil
DIAMANTE D'OESTE	PR	-24.9408107	-54.1065864	APPROXIMATE	Diamante d'Oeste - State of Paraná, Brazil
SANTO ANTONIO DA PATRULHA	RS	-29.8272335	-50.5181108	APPROXIMATE	Santo Antônio da Patrulha - RS, Brazil
NOVA OLINDA DO MARANHAO	MA	-2.869888	-45.9800848	APPROXIMATE	Nova Olinda do Maranhão - State of Maranhão, Brazil
NOVO ORIENTE DO PIAUI	PI	-6.4948143	-41.9593241	APPROXIMATE	Novo Oriente do Piauí - State of Piauí, Brazil
ALTO ALEGRE DOS PARECIS	RO	-12.1326079	-61.8566786	APPROXIMATE	Alto Alegre dos Parecis - State of Rondônia, Brazil
SAO GOTARDO	MG	-19.310768600000007	-46.0489795	APPROXIMATE	São Gotardo, MG, Brazil
LAGOA FORMOSA	MG	-18.7749394	-46.4061804	APPROXIMATE	Lagoa Formosa - State of Minas Gerais, Brazil
PRIMEIRA CRUZ	MA	-2.5122447999999995	-43.4406708	APPROXIMATE	Primeira Cruz - State of Maranhão, Brazil
PIEDADE	SP	-23.7144986	-47.42600720000001	APPROXIMATE	Piedade - State of São Paulo, Brazil
BARRO DURO	PI	-5.8052012	-42.4920945	APPROXIMATE	Barro Duro - State of Piauí, Brazil
PASSAGEM	PB	-7.1371102	-37.0475161	APPROXIMATE	Passagem - State of Paraíba, Brazil
BREJO DE AREIA	MA	-4.3709882	-45.5629394	APPROXIMATE	Brejo de Areia - State of Maranhão, Brazil
UMBURANAS	BA	-10.732246	-41.3240544	APPROXIMATE	Umburanas - State of Bahia, Brazil
ARAPONGA	MG	-20.6690965	-42.5182528	APPROXIMATE	Araponga, MG, Brazil
MARINOPOLIS	SP	-20.448599800000004	-50.8248263	APPROXIMATE	Marinópolis - State of São Paulo, Brazil
LAVANDEIRA	TO	-12.8247013	-46.3816665	APPROXIMATE	Lavandeira - State of Tocantins, Brazil
PONTO NOVO	BA	-10.8657319	-40.1315076	APPROXIMATE	Ponto Novo, BA, Brazil
PERDIGAO	MG	-19.9497868	-45.0559871	APPROXIMATE	Perdigão - State of Minas Gerais, Brazil
NOVORIZONTE	MG	-16.0275507	-42.41350360000001	APPROXIMATE	Novorizonte - State of Minas Gerais, Brazil
CARMO DO CAJURU	MG	-20.1851206	-44.7711099	APPROXIMATE	Carmo do Cajuru, MG, Brazil
JACUPIRANGA	SP	-24.7023134	-48.0076188	APPROXIMATE	Jacupiranga, SP, Brazil
INHUMAS	GO	-16.3615082	-49.500561	APPROXIMATE	Inhumas - State of Goiás, Brazil
JACANA	RN	-6.4139553	-36.21425870000001	APPROXIMATE	Jaçanã - State of Rio Grande do Norte, Brazil
SANTA HELENA	PR	-24.8584188	-54.3364348	APPROXIMATE	Santa Helena, PR, Brazil
RUY BARBOSA	RN	-5.840615799999999	-35.93699520000001	APPROXIMATE	Ruy Barbosa - State of Rio Grande do Norte, Brazil
BARAO DE MELGACO	MT	-16.196695000000002	-55.96634150000001	APPROXIMATE	Barão de Melgaço - State of Mato Grosso, Brazil
DESTERRO	PB	-7.298708199999999	-37.1044125	APPROXIMATE	Desterro - State of Paraíba, Brazil
SANANDUVA	RS	-27.950568	-51.8148609	APPROXIMATE	Sananduva, RS, Brazil
XANGRI-LA	RS	-29.8028079	-50.0412311	APPROXIMATE	Xangri-Lá, RS, Brazil
GOIO-ERE	PR	-24.1468613	-53.0888943	APPROXIMATE	Goioerê - State of Paraná, Brazil
RIACHO DE SANTO ANTONIO	PB	-7.693690099999999	-36.1562949	APPROXIMATE	Riacho de Santo Antônio, PB, Brazil
UMIRIM	CE	-3.7056785	-39.3828571	APPROXIMATE	Umirim - State of Ceará, Brazil
PINHALZINHO	SP	-22.7823978	-46.590643	APPROXIMATE	Pinhalzinho, SP, Brazil
FONTOURA XAVIER	RS	-29.016619899999995	-52.40392960000001	APPROXIMATE	Fontoura Xavier - RS, Brazil
CRUZEIRO DA FORTALEZA	MG	-18.9469558	-46.6732883	APPROXIMATE	Cruzeiro da Fortaleza, MG, Brazil
SAO JERONIMO	RS	-29.962127	-51.72501079999999	APPROXIMATE	São Jerônimo, RS, Brazil
AMPARO DA SERRA	MG	-20.5421677	-42.8052768	APPROXIMATE	Amparo do Serra - State of Minas Gerais, Brazil
DOIS IRMAOS DO TOCANTINS	TO	-9.2560494	-49.1221414	APPROXIMATE	Dois Irmãos do Tocantins - State of Tocantins, Brazil
NOVA LARANJEIRAS	PR	-25.215352	-52.5745556	APPROXIMATE	Nova Laranjeiras - State of Paraná, Brazil
AVELINOPOLIS	GO	-16.5017995	-49.7524306	APPROXIMATE	Avelinópolis - State of Goiás, Brazil
VILA RICA	MT	-10.0140703	-51.1190487	APPROXIMATE	Vila Rica - State of Mato Grosso, Brazil
NAVEGANTES	SC	-26.8947924	-48.65506920000001	APPROXIMATE	Navegantes, SC, Brazil
TERENOS	MS	-20.438300100000006	-54.8652419	APPROXIMATE	Terenos, MS, Brazil
ITAVERAVA	MG	-20.6707092	-43.61833350000001	APPROXIMATE	Itaverava - State of Minas Gerais, Brazil
